# Created by Octave 3.6.4  Fri Dec 05 01:25:37 2014 GMT <maxx@maxx-K52Jc>
# name: X
# type: matrix
# rows: 278 
# columns: 6
7 7 2 29.99 0 7.88
7 7 2 10 0 37.87
7 7 2 10 0 47.87
7 7 2 3.49 0 57.87
7 7 2 40 0 61.36
1 7 3 29.99 0 101.36
1 7 3 28.44 0 131.35
1 7 3 475 0 159.79
30 6 2 0 50 634.79
30 6 2 0 475 584.79
30 6 2 16.93 0 109.79
30 6 2 3 0 126.72
30 6 2 10 0 129.72
30 6 2 6.15 0 139.72
30 6 2 200 0 145.87
30 6 2 0 200 345.87
30 6 2 0 50 145.87
24 6 3 50 0 95.87
24 6 3 1 0 145.87
24 6 3 0.77 0 146.87
24 6 3 25.79 0 147.64
23 6 2 0 100 173.43
20 6 6 1 0 73.43
20 6 6 0.4 0 74.43
20 6 6 13.64 0 74.83
17 6 3 2 0 88.47
17 6 3 1.27 0 90.47
17 6 3 42.76 0 91.74
16 6 2 2 0 134.5
16 6 2 1.55 0 136.5
16 6 2 52.03 0 138.05
16 6 2 0 95 190.08
13 6 6 2 0 95.08
13 6 6 3.12 0 97.08
13 6 6 104.35 0 100.2
10 6 3 26 0 204.55
9 6 2 2 0 230.55
9 6 2 2.06 0 232.55
9 6 2 68.92 0 234.61
9 6 2 2 0 303.53
9 6 2 34.33 0 305.53
5 6 5 10 0 339.86
5 6 5 20 0 349.86
4 6 4 0 300 369.86
3 6 3 20 0 69.86
2 6 2 10 0 89.86
2 6 2 475 0 99.86
29 5 5 10.59 0 574.86
27 5 3 10 0 585.45
27 5 3 0 475 595.45
23 5 6 10 0 120.45
23 5 6 50 0 130.45
20 5 3 19.29 0 180.45
20 5 3 9.5 0 199.74
20 5 3 8.93 0 209.24
16 5 6 21.64 0 218.17
7 5 4 90.01 0 239.81
7 5 4 62.03 0 329.82
7 5 4 39.99 0 391.85
6 5 3 0 200 431.84
1 5 5 450 0 231.84
28 4 2 2 0 681.84
28 4 2 1.98 0 683.84
28 4 2 66.39 0 685.82
24 4 5 0 450 752.21
22 4 3 2 0 302.21
22 4 3 3.75 0 304.21
22 4 3 125.59 0 307.96
22 4 3 2 0 433.55
22 4 3 1.98 0 435.55
22 4 3 66.28 0 437.53
22 4 3 2 0 503.81
22 4 3 1.98 0 505.81
22 4 3 66.28 0 507.79
22 4 3 2 0 574.07
22 4 3 1.98 0 576.07
22 4 3 66.28 0 578.05
16 4 4 9 0 644.33
15 4 3 1 0 653.33
15 4 3 3.42 0 654.33
15 4 3 114.49 0 657.75
15 4 3 0 650 772.24
14 4 2 1 0 122.24
14 4 2 0.04 0 123.24
14 4 2 1.44 0 123.28
4 4 6 58 0 124.72
3 4 5 450 0 182.72
2 4 4 0 450 632.72
31 3 2 16.82 0 182.72
31 3 2 10 0 199.54
31 3 2 3.68 0 209.54
28 3 6 3 0 213.22
28 3 6 1 0 216.22
28 3 6 0.39 0 217.22
28 3 6 13.23 0 217.61
28 3 6 250 0 230.84
28 3 6 0 400 480.84
27 3 5 20 0 80.84
27 3 5 15.16 0 100.84
27 3 5 1.25 0 116
26 3 4 9.3 0 117.25
26 3 4 20 0 126.55
25 3 3 3 0 146.55
21 3 6 2.97 0 149.55
21 3 6 75.75 0 152.52
21 3 6 10 0 228.27
21 3 6 0 100 238.27
20 3 5 1 0 138.27
19 3 4 3 0 139.27
19 3 4 0 100 142.27
19 3 4 20 0 42.27
18 3 3 3 0 62.27
18 3 3 50 0 65.27
17 3 2 6.25 0 115.27
17 3 2 13.63 0 121.52
17 3 2 3.25 0 135.15
17 3 2 1700 0 138.4
14 3 6 15.55 0 1838.4
13 3 5 13 0 1853.95
13 3 5 5 0 1866.95
13 3 5 3 0 1871.95
12 3 4 6 0 1874.95
12 3 4 10 0 1880.95
11 3 3 7.24 0 1890.95
10 3 2 5.21 0 1898.19
10 3 2 20 0 1903.4
10 3 2 5.5 0 1923.4
10 3 2 0 1818.18 1928.9
10 3 2 20 0 110.72
7 3 6 10.01 0 130.72
6 3 5 1.77 0 140.73
6 3 5 0 100 142.5
4 3 3 18.28 0 42.5
3 3 2 20 0 60.78
3 3 2 10 0 80.78
3 3 2 19.5 0 90.78
3 3 2 1.43 0 110.28
3 3 2 450 0 111.71
28 2 6 20 0 561.71
28 2 6 8.48 0 581.71
28 2 6 6.4 0 590.19
28 2 6 0 450 596.59
27 2 5 3 0 146.59
27 2 5 10 0 149.59
27 2 5 345 0 159.59
27 2 5 0 400 504.59
26 2 4 67.99 0 104.59
25 2 3 11.98 0 172.58
24 2 2 0 100 184.56
21 2 6 5.05 0 84.56
19 2 4 17 0 89.61
17 2 2 3 0 106.61
17 2 2 4.16 0 109.61
17 2 2 0 100 113.77
17 2 2 50 0 13.77
14 2 6 8.55 0 63.77
13 2 5 6.18 0 72.32
13 2 5 1 0 78.5
13 2 5 0.08 0 79.5
13 2 5 2.86 0 79.58
12 2 4 15.94 0 82.44
11 2 3 0 50 98.38
10 2 2 10.78 0 48.38
10 2 2 10 0 59.16
10 2 2 9.3 0 69.16
10 2 2 2.8 0 78.46
10 2 2 5.91 0 81.26
10 2 2 50 0 87.17
10 2 2 0 50 137.17
5 2 4 10 0 87.17
5 2 4 90 0 97.17
3 2 2 0 90 187.17
3 2 2 450 0 97.17

